dataset,dataset_type,variable,variable_label,package,fn,fn_url,resource1_text,resource1_url
ADPC,OCCDS,ASEQ,Analysis Sequence Number,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTDT,Analysis Start Date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTDTM,Analysis Start Datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTTMF,Derive analysis start time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ATM,Analysis Time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ATMF,Analysis Time Imputation Flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AVISIT_next,Derive next analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AVISIT_prev,Derive previous analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AXRLT,Derive actual relative time from next dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,BASE,Baseline Value,admiral,derive_var_base,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,CHG,Change from Baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,EXDOSE_next,Derive next dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,EXDOSE_prev,Derive previous dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLDT,First Date of Dose for Analyte,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLTM,First Time of Dose for Analyte,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLDTM,First Datetime of Dose for Analyte,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,HTBL,Numeric Result/Finding in Standard Units,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,HTBLU,Standard Units,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,NFRLT_next,Derive next nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,NFRLT_prev,Derive previous nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PARAM,Parameter,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PCRFTDT,Reference Date of Dose for Analyte,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PCRFTTM,Reference Time of Dose for Analyte,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRT01A,Actual Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRT01P,Planned Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRTSDT,Date of First Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,TRTSDTM,Datetime of First Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,WTBL,Numeric Result/Finding in Standard Units,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,WTBLU,Standard Units,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPP,OCCDS,ADT,Analysis Date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,ADY,Analysis Relative Day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRTSDT,Date of First Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRTEDT,Date of Last Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,DTHDT,Date of Death,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,EOSDT,End of Study Date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRT01P,Planned Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,TRT01A,Actual Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPPK,OCCDS,ADT,Derive analysis date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADTM,Derive analysis datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADTM_prev,Derive previous analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDT,Derive analysis end date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDTM,Derive analysis end datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDTM_prev,Derive previous analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENTM,Derive analysis end time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENTMF,Derive analysis end time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AFRLT,Act. Rel. Time from Analyte First Dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,APRLT,Actual Rel Time from Previous Dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASEQ,Analysis Sequence Number,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTDT,Derive analysis start date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTDTM,Derive analysis start datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTTM,Derive analysis start time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTTMF,Derive analysis start time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ATM,Derive analysis time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ATMF,Derive analysis time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AVISIT_prev,Derive previous analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,BMIBL,Baseline Body Mass Index (kg/m2),admiral,compute_bmi,https://pharmaverse.github.io/admiral/cran-release/reference/compute_bmi.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,BSABL,Numeric Result/Finding in Standard Units,admiral,compute_bsa,https://pharmaverse.github.io/admiral/cran-release/reference/compute_bsa.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,CRCLBL,Baseline Creatinine Clearance,admiral,compute_egfr,https://pharmaverse.github.io/admiral/cran-release/reference/compute_egfr.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EGFRBL,Age,admiral,compute_egfr,https://pharmaverse.github.io/admiral/cran-release/reference/compute_egfr.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EXDOSE_first,Derive first dose per treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EXDOSE_prev,Derive previous dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,FANLDTM,Derive first dose datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,HTBL,Numeric Result/Finding in Standard Units,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,NFRLT_prev,Derive previous nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,PARAM,Parameter,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRTSDTM,Derive treatment start datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,WTBL,Numeric Result/Finding in Standard Units,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADRS,BDS,RANDDT,Derive randomization date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ADTF,Derive analysis date imputation flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ANL01FL,Flag last result within an analysis visit and analysis timepoint for post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/cran-release/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,ANL02FL,Flag first reported progressive disease,admiral,derive_var_relative_flag,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_relative_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CB""",Derive clinical benefit,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""BOR""",Derive best overall response by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""BCP""",Derive best overall response of CR/PR by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CRSP""",Derive confirmed response by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CCB""",Derive confirmed clinical benefit by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CBOR""",Derive best confirmed response by investigator,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""CBCP""",Derive best confirmed overall response of CR/PR by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""DEATH""",Derive death,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""LSTA""",Derive last disease assessment by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""MDIS""",Derive measurable disease at baseline by investigator,admiral,derive_param_exist_flag,https://pharmaverse.github.io/admiral/cran-release/reference/derive_param_exist_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs.R
ADRS,BDS,"PARAMCD=""PD""",Derive disease progression by investigator,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs_basic.R
ADRS,BDS,"PARAMCD=""RSP""",Adds a parameter indicating if a subject had a response before progressive disease,admiral,derive_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_extreme_event.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adrs_basic.R
ADSL,ADSL,DSSTDT,Derive disposition dates,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHADY,Relative Day of Death,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDT,Date of Death,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDTF,Date of Death Imputation Flag,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHCAUS,Cause of Death,admiral,derive_vars_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_extreme_event.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDOM,Domain for Date of Death Collection,admiral,derive_vars_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_extreme_event.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EOSDT,End of Study Date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EOSSTT,End of Study Status,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXENTMF,Derive exposure end time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXENDTM,Derive end datetime of exposure to last,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXSTTMF,Derive exposure start time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXSTDTM,Derive start datetime of exposure to first,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,FRVDT,Final Retrieval Visit Date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,LDDTHELD,Elapsed Days from Last Dose to Death,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,LSTALVDT,Date Last Known Alive,admiral,derive_vars_extreme_event,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_extreme_event.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,RANDDT,Date of Randomization,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,SAFFL,Safety Population Flag,admiral,derive_var_merged_exist_flag,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_merged_exist_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,SCRFDT,Screen Failure Date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRT01A,Actual Treatment for Period 01,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRT02A,Derive actual treatment for period 2,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralvaccine/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTDURD,Total Treatment Duration (Days),admiral,derive_var_trtdurd,https://pharmaverse.github.io/admiral/cran-release/reference/derive_var_trtdurd.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTEDT,Date of Last Exposure to Treatment,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTEDTM,Datetime of Last Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTETMF,Time of Last Exposure Imput. Flag,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSDT,Date of First Exposure to Treatment,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSDTM,Datetime of First Exposure to Treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/cran-release/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
